title,original_title,summary,url_thumbnail
Adieu Philippine,Adieu Philippine,"Paris, 1960. Michel doit bientôt partir en Algérie pour faire son service. En attendant, il travaille comme machiniste à la télévision, ce qui lui permet de faire croire aux filles",https://fr.web.img5.acsta.net/c_310_420/img/0a/60/0a602883ad3bae938aee9ef18df937c5.jpg
Le Feu Follet,Le Feu Follet,"Les dernières 48 heures d’un homme perdu. Alain quitte la maison de santé où il a suivi une cure de désintoxication. Lydia, sa maîtresse, une amie de sa femme Dorothy qui l’a quitt",https://fr.web.img2.acsta.net/c_310_420/pictures/22/09/06/12/11/0116460.jpg
"Un monde fou, fou, fou, fou",It's a Mad Mad Mad Mad World,"Quatre voitures sont doublées à toute allure par celle de Smiler Grogan sur la route de Las Vegas. Un peu plus loin, il sort violemment de la route. Juste avant de mourir, il évoqu",https://fr.web.img2.acsta.net/c_310_420/pictures/210/038/21003846_20130507110046239.jpg
Landru,Landru,"Henri-Désiré Landru est le premier tueur en série français identifié. Pour subvenir aux besoins de sa femme et de ses quatre enfants, il décide de séduire des femmes seules et rich",https://fr.web.img4.acsta.net/c_310_420/pictures/202/223/20222359_20130611183014302.jpg
Les Carabiniers,Les Carabiniers,"Deux illettrés pauvres et crédules quittent leur cabane en bois pour conqéerir, sur ordre du roi, toutes les richesses du monde. Ils pillent, tuent en toute innocence et raménent u",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/93/82/23/20279411.jpg
Shock Corridor,Shock Corridor,"En vue d’obtenir le prix Pulitzer, un journaliste cynique et ambitieux (Peter Breck) se fait passer pour un fou et interner dans un asile afin d’enquêter sur un meurtre. Mais plus ",https://fr.web.img3.acsta.net/c_310_420/pictures/18/11/29/18/12/0686535.jpg
La Tulipe noire,La Tulipe noire,"Le Roussillon à la veille de la Révolution Française. Masqué d'un ruban et surnommé ""la Tulipe noire"", un jeune aristocrate s'en prend aux nobles de la région en les dépouillant de",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/70/92/90/19117329.jpg
Main basse sur la ville,Le Mani sulla citta,"Poussée par l'entrepreneur Nottola, la municipalité de Naples utilise des terrains agricoles pour lancer le construction d'un gigantesque programme immobilier. Les spéculateurs en ",https://fr.web.img2.acsta.net/c_310_420/pictures/22/11/10/14/02/5285503.jpg
Les Monstres,I Mostri,"Dix-neuf sketches, souvent féroces, sur les petites bassesses de tous les jours interprétés avec vigueur par Vittorio Gassman et Hugo Tognazzi.",https://fr.web.img2.acsta.net/c_310_420/pictures/19/05/21/16/17/1954338.jpg
La Fille qui en savait trop,La Ragazza che sapeva troppo,"Jeune Américaine en vacances à Rome, Nora Davis assiste impuissante à un meurtre. Personne ne croyant son témoignage, elle se met à accumuler les indices afin de prouver sa bonne f",https://fr.web.img4.acsta.net/c_310_420/pictures/23/09/19/11/30/4787139.jpg
Les 55 jours de pékin,55 Days at Peking,"Pékin, 1900. La révolte des Boxers prend de l'ampleur et les autorités chinoises sont divisées : le général Jung-Lu presse l'impératrice Tzu-Hsi d'arrêter les fanatiques, tandis qu",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/65/03/30/18868531.jpg
Carambolages,Carambolages,"Paul Martin est un jeune homme très ambitieux et prêt à tout pour obtenir ce qu'il désire, notamment professionnellement. Fiancé à Danielle, la fille d'un de ses chefs au travail, ",https://fr.web.img6.acsta.net/c_310_420/pictures/210/253/21025308_20130807140638484.jpg
Un drôle de paroissien,Un drôle de paroissien,"Georges, fils d'une famille aristocratique et catholique ruinee, croit recevoir un jour une revelation divine: pour subvenir aux besoins des siens, il va piller les troncs des egli",https://fr.web.img5.acsta.net/c_310_420/pictures/22/04/12/15/57/3184732.jpg
Symphonie pour un massacre,Symphonie pour un massacre,"Sur un gros coup avec quatre truands, Jabeke entend faire cavalier seul pour rafler la mise et entreprend d'attiser la haine entre ses complices.",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/79/12/45/19490899.jpg
Maigret voit rouge,Maigret voit rouge,"Trois hommes à bord d'une Chevrolet tirent sur un Américain en plein Pigalle. Lorsqu'un témoin s'approche pour secourir la victime, celle-ci a disparu, emportée par une mystérieuse",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/77/90/89/19439543.jpg
L'Aîné des Ferchaux,L'Aîné des Ferchaux,"Un banquier doit fuir la France, afin de s'installer en Amérique. Il engage un boxeur raté comme chauffeur et garde du corps, et entretient avec ce dernier des rapports violents et",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/77/48/08/19408724.jpg
Le Silence,Tystnaden,"Anna, Ester et Joan font halte dans un hôtel de luxe désuet et désert au cours d'un voyage, dans un pays désolé et en guerre dont ils ne comprennent pas la langue. La solitude dévo",https://fr.web.img4.acsta.net/c_310_420/pictures/18/09/21/14/13/1549496.jpg
La Malédiction d'Arkham,The Haunted Palace,"Avant de succomber dans les flammes, le sorcier Joseph Curwen jette un sort sur la localité d’Arkham en Nouvelle-Angleterre. Cent dix ans plus tard, son arrière-arrière-petit-fils,",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/71/68/10/19141831.jpg
L'Halluciné,The Terror,"Lors de la retraite de Russie, André Duvalier, jeune lieutenant, est secouru par une fort belle jeune femme sur les cotes baltiques. Elle l'emmène au château du baron von Leppe et ",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/76/69/08/19302444.jpg
Le Grand McLintock,McLintock!,"George Washington McLintock, propriétaire du plus grand ranch de la région, est riche, respecté et craint par tout le monde sauf par sa femme Katherine qui revient après deux ans d",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/74/16/22/19241082.jpg
Les Trois visages de la peur,I Tre volti della paura,"Le film est composé de trois sketches qui, chacun, mettent en scène une situation horrifique.",https://fr.web.img6.acsta.net/c_310_420/pictures/19/05/21/13/45/2574450.jpg
Le Corbeau,The Raven,"Depuis la mort de Lenore, sa femme adorée, Erasmus Craven, magicien anglais du XVe siècle, vit retiré du monde. Un soir, un corbeau doué de la parole s’introduit chez lui. Sous son",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/73/86/76/19219310.jpg
Dementia 13,Dementia 13,"En Irlande, une série de meurtres à la hache provoque la terreur.",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/65/37/09/19139383.jpg
Le Corps et le Fouet,La frusta e il corpo,Le baron Kurt Menliff revient dans sa demeure de la Baltique après un long exil. Une atmosphère d'épouvante envahit bientôt le sombre château familial.,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/65/52/95/18868084.jpg
Lawrence d'Arabie,Lawrence of Arabia,"En 1916, le jeune officier britannique T. E. Lawrence est chargé d'enquêter sur les révoltes arabes contre l'occupant turc. Celui qu'on appellera plus tard ""Lawrence d'Arabie"" se r",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/00/02/56/04/affiche.jpg
L'Homme qui tua Liberty Valance,The Man Who Shot Liberty Valance,"Un homme politique reconnu, Ransom Stoddad, assiste à l'enterrement de son ami Tom Doniphon avec sa femme. C'est pour lui l'occasion de revenir avec un journaliste sur les moments ",https://fr.web.img3.acsta.net/c_310_420/pictures/14/04/29/10/22/459615.jpg
Lolita,Lolita,"Durant l'été, dans la petite ville de Ramslade, Humbert Humbert, un professeur de lettres divorcé et séduisant, loue une chambre dans la maison de Charlotte Haze, une matrone épris",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/35/90/91/19037281.jpg
La Baie des Anges,La Baie des Anges,"Jean Fournier, modeste employé de banque, est initié au jeu par son collègue Caron. Favorisé par la chance, il part pour Nice contre l'avis de son père. Il rencontre dans ce sanctu",https://fr.web.img5.acsta.net/c_310_420/pictures/21/10/05/09/47/0858409.jpg
Les Oiseaux,The Birds,"San Francisco, 1962. Une jeune femme et un avocat entament un jeu de séduction chez un oiseleur. Afin de le revoir, elle use d’un stratagème et décide de lui livrer elle-même un co",https://fr.web.img5.acsta.net/c_310_420/pictures/18/02/06/11/00/3846131.jpg
Le Jour le plus long,The Longest Day,L'évènement militaire qui va mettre fin à la seconde guerre mondiale: le débarquement en Normandie par l'armée américaine.,https://fr.web.img5.acsta.net/c_310_420/pictures/14/03/18/15/50/038765.jpg
Harakiri,Seppuku,"Au XVIIe siècle, le Japon n'est plus en guerre et le pays est dirigé avec fermeté. Hanshirô Tsugumo, un rônin (samouraï errant) sans travail parmi tant d'autres, décide de frapper ",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/66/97/39/18965657.jpg
Un Singe en hiver,Un Singe en hiver,L'hôtelier d'une petite station balnéaire de Normandie a juré à sa femme de ne plus toucher à un verre d'alcool. C'était sans compter avec l'arrivée de Fouquet qui surgit avec la t,https://fr.web.img4.acsta.net/c_310_420/pictures/210/476/21047625_20131008153522592.jpg
La Guerre des boutons,La Guerre des boutons,"Entre les enfants de deux villages voisins, les Longevernes menés par Lebrac et les Velrans, menés par l’Aztec, c’est la guerre. Mais le jour où les Velrans apostrophent Grangibus ",https://fr.web.img2.acsta.net/c_310_420/pictures/21/05/07/09/51/1344471.jpg
Cléo De 5 À 7,Cléo De 5 À 7,"Cléo, belle et chanteuse, attend les résultats d'une analyse médicale. De la superstition à la peur, de la rue de Rivoli au Café de Dôme, de la coquetterie à l'angoisse, de chez el",https://fr.web.img6.acsta.net/c_310_420/pictures/16/02/02/19/29/214563.jpg
Du silence et des ombres,To Kill a Mockingbird,"Dans une petite ville d'Alabama, au moment de la Grande Dépression, Atticus Finch élève seul ses deux enfants, Jem et Scout. Avocat intègre et rigoureux, il est commis d'office pou",https://fr.web.img5.acsta.net/c_310_420/pictures/17/01/19/11/57/026172.jpg
Le Procès,The Trial,Le film fait partie de la sélection Cannes Classics 2022.,https://fr.web.img5.acsta.net/c_310_420/pictures/22/12/14/08/54/2821801.jpg
The Intruder,The Intruder,"Caxton, petite ville du sud des États-Unis, dans les années 1950. Un homme en complet blanc descend d’un car, valise à la main, et se rend à l’hôtel le plus proche. Il se nomme Ada",https://fr.web.img2.acsta.net/c_310_420/pictures/18/07/10/11/18/0654647.jpg
James Bond 007 contre Dr. No,Dr. No,"Le chef des services secrets de Sa Majesté britannique, ""M"", envoie en mission à la Jamaïque l'agent spécial 007, James Bond, enquêter sur la disparition d'un de ses collègues. L'e",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/63/70/94/18990689.jpg
Le Goût du saké,Sanma no aji,"Veuf, Shuhei Hirayama approche de la retraite et vit toujours avec sa fille Michiko qui est en âge de se marier. Le père comme la fille repoussent l’échéance, l’un craignant la sol",https://fr.web.img6.acsta.net/c_310_420/pictures/18/07/17/16/53/0865411.jpg
Le Prisonnier d'Alcatraz,Birdman of Alcatraz,"Après deux meurtres de sang-froid, Robert Stroud est transféré dans les quartiers de haute sécurité de la prison d’Alcatraz. Un jour, dans la cour, il trouve un moineau blessé. Il ",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/00/02/56/00/affiche.jpg
La Conquête de l'Ouest,How the West Was Won,"La conquête de l'Ouest nous est racontée à travers l'histoire d'une famille de pionniers qui traversa les rivières, les plaines, mais aussi à travers la guerre de sécession et l'in",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/71/94/76/19149296.jpg
L'Eclipse,L'Eclisse,"Pour éviter les ennuis d'argent et avoir une vie plus large, Vittoria, fille d'employés de condition modeste, a vécu pendant trois ans avec Ricardo, jeune attaché d'ambassade. Mais",https://fr.web.img4.acsta.net/c_310_420/pictures/15/03/17/17/06/311509.jpg
Miracle en Alabama,The Miracle worker,"Les parents d’Helen Keller, une fillette devenue aveugle et sourde alors qu’elle était encore bébé, font appel à Annie Sullivan, une institutrice spécialisée aux méthodes révolutio",https://fr.web.img2.acsta.net/c_310_420/pictures/19/03/25/14/20/2602485.jpg
Le Fanfaron,Il Sorpasso,"Un Méditerranéen très en verve, désinvolte, charmeur et... fanfaron, fait la connaissance d'un étudiant en droit studieux, timide et complexé. Il va lui faire vivre deux jours de r",https://fr.web.img2.acsta.net/c_310_420/pictures/18/09/24/16/25/5608366.jpg
Un Crime dans la tête,The Manchurian Candidate,"En Corée, un soldat américain capturé par les Chinois est soumis à un lavage de cerveau. Il revient dans son pays conditionné pour assassiner le président des Etats-Unis.",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/72/73/06/20222301.jpg
Mamma Roma,Mamma Roma,"Mamma Roma, une prostituée d’âge mûr, est libérée de son souteneur à l’occasion du mariage de celui- ci. Elle reprend alors avec elle son jeune fils, Ettore, qui ne sait rien de so",https://fr.web.img6.acsta.net/c_310_420/pictures/22/06/10/15/44/4683889.jpg
Hatari!,Hatari!,"En Tanzanie, la vie d'un groupe hétéroclite mais soudé de chasseurs d'animaux pour les zoos. A leur tête, Sean Mercer, un personnage bourru dont va bientôt s'éprendre Dallas. Cette",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/74/16/37/19241110.jpg
Les Révoltés du Bounty,Mutiny on the Bounty,"Le Bounty ramène de Tahiti des plants d'arbres à pain et les transporte en Jamaïque. A son bord, le cruel capitaine Bligh affame ses hommes et les maltraite. Le lieutenant Fletcher",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/63/76/35/19129906.jpg
Le Gentleman d'Epsom,Le Gentleman d'Epsom,"Chef d'escadron en retraite, issu d'une honorable famille, Richard Briand-Charmery est un escroc renommé dans le milieu hippique pour les ""tuyaux"" qu'il distribue aux parieurs. Mal",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/35/85/09/18429627.jpg
Vivre sa vie: Film en douze tableaux,Vivre sa vie: Film en douze tableaux,"Nana fréquente depuis quelques années Paul, un journaliste raté. Nana s’ennuie et voudrait changer de vie, même si elle éprouve encore de la tendresse pour Paul. Elle aimerait surt",https://fr.web.img3.acsta.net/c_310_420/pictures/22/09/23/09/27/4686289.jpg
Qu'est-il arrivé à Baby Jane ?,What Ever Happened to Baby Jane?,"Au temps du cinéma muet, ""Baby"" Jane est une grande star, une des premières enfants prodiges. Sa soeur Blanche, timide et réservée, reste dans l'ombre. Dans les années 30, les rôle",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/36/23/39/18464065.jpg
Tempête à Washington,Advise and Consent,"Le président des Etats-Unis vient de choisir son nouveau secrétaire d'Etat aux Affaires étrangères: Robert Leffingwell. Avant d'être entériné par le Sénat, ce choix doit être exami",https://fr.web.img3.acsta.net/c_310_420/img/14/ce/14ce4fc25d85b27c3ae37d8da2b1feda.jpg
Le Doulos,Le Doulos,"A sa sortie de prison, Maurice Faugel apprend le meurtre de sa femme et, consumé par le désespoir, tue le receleur chez qui il logeait avant de lui voler ses bijoux. Puis, il prépa",https://fr.web.img2.acsta.net/c_310_420/pictures/15/04/17/14/27/199090.jpg
L'Enfance d'Ivan,Ivanovo detstvo,"Orphelin depuis l’assassinat de sa famille par les nazis, Ivan, douze ans, est devenu éclaireur au sein de l’armée soviétique.",https://fr.web.img3.acsta.net/c_310_420/pictures/17/06/27/11/57/090522.jpg
Le Soupirant,Le Soupirant,"Pierre est un jeune homme introverti, passionné de sciences et issu d'une famille bourgeoise. Néanmoins, son manque de compagnie féminine inquiète ses parents qui le poussent à cou",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/78/46/63/19462895.jpg
Seuls sont les indomptés,Lonely Are the Brave,"En plein vingtième siècle, Jack Burns a décidé de ne pas vivre avec son temps ; le monde qui l’entoure et les progrès l’ennuient profondément et il continue à vivre comme ses ancêt",https://fr.web.img4.acsta.net/c_310_420/pictures/14/04/30/16/54/316963.jpg
Le Masque de fer,Le Masque de fer,"1659. Le jeune Louis XIV tombe gravement malade, mettant à mal les projets du cardinal Mazarin et l'avenir de la France. D'Artagnan se voit alors confier une nouvelle mission : ret",https://fr.web.img3.acsta.net/c_310_420/pictures/210/175/21017528_20130704121939137.jpg
Cartouche,Cartouche,"Révolté par la tyrannie de Malichot, le chef de la truanderie, un jeune et habile voleur nommé Dominique brave son autorité. Il sauve sa vie en s’engageant, sous le nom de Cartouch",https://fr.web.img6.acsta.net/c_310_420/pictures/19/10/08/17/10/1048714.jpg
Procès de Jeanne d'Arc,Procès de Jeanne d'Arc,DVD et Blu-ray en version restaurée le 2 avril 2019.,https://fr.web.img5.acsta.net/c_310_420/pictures/19/04/03/18/37/3731472.jpg
Les Mystères de Paris,Les Mystères de Paris,"Rodolphe, après avoir causé un accident qui a provoqué la mort d'un ouvrier, part rechercher sa fille, Marie, dans les bas-fonds de Paris.",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/62/89/17/18657599.jpg
Vie privée,Vie privée,"Jill, sublime danseuse de la bourgeoisie genevoise tombe secrètement amoureuse de Fabio, le mari de sa meilleure amie, Carla. Fabio est éditeur, homme de lettres et de théâtre. Pou",https://fr.web.img4.acsta.net/c_310_420/pictures/23/06/21/16/49/4455763.jpg
L'Ange exterminateur,El Ángel exterminador,"Edmundo et Lucia de Nobile, un couple bourgeois de Mexico, donnent une réception après l'opéra dans leur luxueuse demeure. Quelques faits bizarres se produisent alors : des domesti",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/66/10/74/19097870.jpg
Barabbas,Barabba,"Jésus et le voleur Barabbas, tous deux condamnés à la crucifixation, sont exposés au peuple qui peut en libérer un. Barabbas est choisi et retrouve son quotidien avant d'être rattr",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/74/03/41/19227173.jpg
Sanjuro,Tsubaki Sanjûrô,Le samouraï rônin Sanjuro Tsubaki prend sous son aile une bande de jeunes guerriers inexpérimentés et les aide à déjouer un complot contre le chambellan. Jouant de ruse avec les co,https://fr.web.img6.acsta.net/c_310_420/pictures/17/04/14/16/43/074367.jpg
Le Diable et les dix Commandements,Le Diable et les dix Commandements,"Si le diable n'existait pas, les Dix commandements n'auraient aucune raison d'être... Puisque la tentation n'existerait pas... Mais le mensonge et les vices se glissent partout dan",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/35/84/61/18429251.jpg
Les Quatre cavaliers de l'apocalypse,The Four Horsemen of the Apocalypse,"Deux familles richissimes, les Desnoyers et les Von Hartrott, sont réunies afin d'accueillir Heinrich von Hartrott après ses études en Allemagne qu'il déclare à la stupeur de tous ",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/60/11/44/18610541.jpg
Le Carnaval des âmes,Carnival of Souls,"Alors que des jeunes gens jouent à faire la course en voiture, l'auto des filles tombe dans une rivière et les passagères se noient. Seule Mary en réchappe, profondément choquée. C",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/70/93/60/19117419.jpg
Antoine et Colette,Antoine et Colette,"Antoine Doinel a dix-sept ans. Il vit à Clichy et travaille dans une usine de fabrication de disques. Lors d’un concert des Jeunesses musicales de France, il tombe sous le charme d",https://fr.web.img3.acsta.net/c_310_420/pictures/21/10/28/16/37/4004781.jpg
Cybèle ou Les Dimanches de Ville d'Avray,Cybèle ou Les Dimanches de Ville d'Avray,"Au cours de l’attaque d’un convoi ennemi, un pilote, Pierre, croit avoir tué une petite fille, avant d’être abattu. Il survit au crash de son avion, mais il est devenu amnésique. L",https://fr.web.img6.acsta.net/c_310_420/pictures/14/09/29/11/45/290897.jpg
Eva,Eva,"Tyvian Jones est un menteur qui s'est bâti une réputation d'écrivain grâce aux ouvrages de son frère. Arrivant à Venise, il rencontre Eva, dont il tombe follement amoureux. Mais ce",https://fr.web.img3.acsta.net/c_310_420/pictures/14/07/28/16/54/443075.jpg
Le Bateau d'Emile,Le Bateau d'Emile,"De retour à La Rochelle, le débauché Charles-Edmond Larmentiel se venge de sa famille d'armateurs en léguant sa fortune à son fils Emile Bouet. François Larmentiel, le frère de Cha",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/65/05/78/18867929.jpg
Le Couteau dans l'eau,Noz w wodzie,"Andrejz et Christine, un couple fortuné, décident de partir en croisière. Sur leur chemin, ils font la rencontre d'un jeune homme sur le bord de la route à qui ils proposent de les",https://fr.web.img5.acsta.net/c_310_420/pictures/17/05/29/16/39/084446.jpg
"Allô, brigade spéciale",Experiment in Terror,Un psychopathe harcèle une employée de banque. Il ne lui laissera la vie sauve qu'à la condition qu'elle détourne une forte somme d'argent à son profit. La victime fait appel à l'i,https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/65/37/67/19206001.jpg
Quinze jours ailleurs,Two Weeks in Another Town,L'acteur Jack Andrus est en traitement dans un hôpital psychiatrique. Il reçoit une invitation de son ancien metteur en scène et ami Maurice Kruger à venir passer 15 jours à Rome. ,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/76/82/44/19313448.jpg
Coups de feu dans la Sierra,Ride the High Country,"Steve Judd, un shérif à la retraite, doit aller chercher l'or d'une communauté de chercheurs et le ramener à la banque qui l'emploie. Il se fait accompagner par son vieil ami Gil W",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/35/80/44/18748677.jpg
L'Enfer est pour les héros,Hell is for Heroes,"Dans les Ardennes, en 1944, des soldats américains se heurtent à la résistance d'un blockhaus allemand.",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/64/74/14/18801573.jpg
Le Miracle des loups,Le Miracle des loups,"Traitrises et complots au Royaume de France : Charles le Téméraire, duc de Bourgogne, désire épouser la Comtesse Jeanne de Beauvais, filleule du roi Louis XI, et prendre le pouvoir",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/36/07/31/18868310.jpg
L'Arnaqueur,The Hustler,Eddie Felson est un brillant joueur de billard mais également un escroc à la petite semaine qui se sert de son talent pour plumer les joueurs débutants. Il se rend à New York afin ,https://fr.web.img6.acsta.net/c_310_420/pictures/210/213/21021319_20130719160157091.jpg
Diamants sur canapé,Breakfast at Tiffany's,Une croqueuse de diamants cherche à épouser un homme riche alors que son voisin écrivain s'intéresse à elle. La jolie Holly fait également en toute innocence le messager pour un tr,https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/64/03/88/20445473.jpg
West Side Story,West Side Story,"Dans le West Side, bas quartier de New York, deux bandes de jeunes s'affrontent, les Sharks de Bernardo et les Jets de Riff. Un ex des Jets, Tony, s'éprend de Maria, la soeur de Be",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/36/35/66/18629177.jpg
Les 101 Dalmatiens,101 Dalmatians,"Pongo et Perdita, deux magnifiques dalmatiens, ont un beau jour quinze bébés chiens. Leur joie et celle de leurs maîtres, Roger et Anita, serait sans ombre si l’infâme Cruella, anc",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/65/83/79/20193459.jpg
Le Septieme Juré,Le Septieme Juré,"Dans un élan de folie inexpliqué, Duval, un homme sans histoire, étrangle une jeune femme. La Justice accuse un innoncent de ce meurtre et le véritable assassin se retrouve juré au",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/72/08/11/19152798.jpg
Les Innocents,The Innocents,"A la fin du XIXe siècle, Miss Giddens, une jeune institutrice, est chargée d'éduquer Flora et Miles, deux enfants, dans un vieux manoir. Elle découvre bientôt que ces derniers sont",https://fr.web.img3.acsta.net/c_310_420/pictures/15/04/29/15/30/548200.jpg
Une Femme est une femme,Une Femme est une femme,"""Angela, tu es infâme. - Non, répond-elle, je suis une femme."" Impertinence qui résume ce film. L'histoire : celle d'Angela qui veut un enfant. Mais Émile n'en veut pas. Alfred, qu",https://fr.web.img3.acsta.net/c_310_420/pictures/17/08/04/15/27/252395.jpg
Jules et Jim,Jules et Jim,"Paris, dans les années 1900 : Jules, allemand et Jim, français, deux amis artistes, sont épris de la même femme, Catherine. C'est Jules qui épouse Catherine. La guerre les sépare. ",https://fr.web.img5.acsta.net/c_310_420/pictures/15/09/13/20/20/035536.jpg
Le Cave se rebiffe,Le Cave se rebiffe,"Pour Charles, Lucas et Eric monter une affaire de fausse monnaie avec le ""Dabe"", c'est encore mieux que de s'associer avec la Banque de France. Tout est en place quand ""le Dabe"" ap",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/35/85/02/18429589.jpg
Jugement à Nuremberg,Judgement at Nuremberg,"En 1948, le juge Haywood est envoyé à Nuremberg pour présider le procès de quatre magistrats allemands accusés de trop de complaisance à l'égard du régime Nazi. L'un d'eux, Janning",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/69/81/35/19076718.jpg
Lola,Lola,"Lola, danseuse de cabaret, élève un garçon dont le père, Michel, est parti depuis sept ans. Elle l’attend, elle chante, danse, et aime éventuellement les marins qui passent. Roland",https://fr.web.img2.acsta.net/c_310_420/pictures/17/01/23/13/35/438670.jpg
Un Taxi pour Tobrouk,Un Taxi pour Tobrouk,"En octobre 1942, à Tobrouk, un commando français fait sauter des dépôts d'essence allemands. Quatre soldats parviennent à s'enfuir et se retrouvent bientôt perdus en plein désert. ",https://fr.web.img6.acsta.net/c_310_420/medias/nmedia/18/35/98/71/19478601.jpg
L'Ile mystérieuse,Mysterious Island,"Deux hommes parviennent à s'échapper de prison grâce à deux complices qui organisent une évasion incroyable, à l'aide d'une montgolfière ! Le trajet dans les airs n'est pas de tout",https://fr.web.img2.acsta.net/c_310_420/pictures/210/047/21004765_20130510153450715.jpg
Les Comancheros,The Comancheros,"1843. Joueur professionnel, Paul Regret tue un homme au cours d'un duel et doit fuir au Texas où il fait la connaissance d'une aventurière nommée Pilar. A Galveston, il est capturé",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/73/38/90/19200650.jpg
Divorce à l'Italienne,Divorzio all'Italiana,"Ferdinando Cefalu, un noble sicilien, est amoureux de sa jeune cousine, Angela. Mais il est marié à Rosalia, une femme insupportable, et le divorce est illégal en Italie... Plein d",https://fr.web.img5.acsta.net/c_310_420/pictures/19/04/23/11/07/5789141.jpg
Une vie difficile,Una vita difficile,"Alors qu'un soldat allemand s'apprête à l'abattre, Silvio Magnozzi, rédacteur d'un journal clandestin, est sauvé par Elena. A la fin de la guerre, il retrouve Elena et ils s'instal",https://fr.web.img2.acsta.net/c_310_420/pictures/21/05/21/15/30/3504295.jpg
La Fièvre dans le sang,Splendor in the Grass,"Kansas. 1928. Le fils d’un pétrolier, Bud Stamper, est passionnément amoureux de Deanie Loomis, une jeune fille d’une famille assez pauvre. Sa mère recommande à celle-ci de rester ",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/63/34/02/20347018.jpg
Les Canons de Navarone,The Guns of Navarone,"Durant la seconde guerre mondiale, un commando est chargé d'un périlleuse mission : détruire deux énormes canons allemands situés sur l'île de Khéros.",https://fr.web.img2.acsta.net/c_310_420/medias/nmedia/18/64/87/97/18810714.jpg
Tintin et le mystère de la toison d'or,Tintin et le mystère de la toison d'or,"Je lègue mon bateau ""La Toison d'or"" à mon vieux camarade, le capitaine Haddock. C'est sur cette phrase anodine, en apparence, que s'achève le testament de l'extravagant loup de me",https://fr.web.img2.acsta.net/c_310_420/pictures/17/08/18/14/35/257170.jpg
La Rumeur,The Children's Hour,"Dans une petite ville de province, deux amies Karen Wright et Martha Dobie dirigent une institution pour jeunes filles, aidées par Lily, la tante de Martha, une ancienne actrice ex",https://fr.web.img4.acsta.net/c_310_420/medias/nmedia/18/62/91/02/19099928.jpg
L'Année dernière à Marienbad,L'Année dernière à Marienbad,"Dans un château de bohême transformé en hôtel, des gens vivent dans une atmosphère feutrée. Ils sont là pour se reposer, et tout autre bruit que quelques paroles chuchotées est pro",https://fr.web.img6.acsta.net/c_310_420/pictures/18/07/24/09/59/1813586.jpg
La Belle Américaine,La Belle Américaine,"En achetant pour 500 francs une superbe voiture américaine, Marcel, ouvrier en usine, a fait l'affaire de sa vie. Cette ""belle américaine"" va néanmoins lui causer de nombreux déboi",https://fr.web.img4.acsta.net/c_310_420/pictures/16/10/19/17/00/135834.jpg
